facility_name,facility_id,measure_name,number_of_discharges,excess_readmission_ratio,number_of_readmissions
POINCIANA MEDICAL CENTER,100320,READM-30-PN-HRRP,107.0,1.0134,18
ASCENSION ST VINCENT'S CLAY COUNTY,100321,READM-30-AMI-HRRP,71.0,0.9835,11
ASCENSION ST VINCENT'S CLAY COUNTY,100321,READM-30-COPD-HRRP,363.0,0.9039,55
ASCENSION ST VINCENT'S CLAY COUNTY,100321,READM-30-HF-HRRP,341.0,0.9317,68
ASCENSION ST VINCENT'S CLAY COUNTY,100321,READM-30-HIP-KNEE-HRRP,299.0,1.0558,16
ASCENSION ST VINCENT'S CLAY COUNTY,100321,READM-30-PN-HRRP,440.0,0.8961,59
OVIEDO MEDICAL CENTER,100329,READM-30-HF-HRRP,91.0,1.0127,20
OVIEDO MEDICAL CENTER,100329,READM-30-PN-HRRP,107.0,0.9821,14
HAMILTON MEDICAL CENTER,110001,READM-30-AMI-HRRP,193.0,1.0493,37
HAMILTON MEDICAL CENTER,110001,READM-30-COPD-HRRP,423.0,1.0859,97
HAMILTON MEDICAL CENTER,110001,READM-30-HF-HRRP,605.0,0.8855,110
HAMILTON MEDICAL CENTER,110001,READM-30-PN-HRRP,600.0,0.9082,85
UPSON REGIONAL MEDICAL CENTER,110002,READM-30-COPD-HRRP,191.0,0.9611,26
UPSON REGIONAL MEDICAL CENTER,110002,READM-30-HF-HRRP,104.0,1.0988,27
UPSON REGIONAL MEDICAL CENTER,110002,READM-30-PN-HRRP,182.0,0.9775,22
MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,110003,READM-30-AMI-HRRP,90.0,1.0514,17
MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,110003,READM-30-COPD-HRRP,294.0,1.0078,57
MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,110003,READM-30-HF-HRRP,360.0,1.0958,96
MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,110003,READM-30-PN-HRRP,503.0,1.0581,91
NORTHSIDE HOSPITAL FORSYTH,110005,READM-30-AMI-HRRP,206.0,0.9819,31
NORTHSIDE HOSPITAL FORSYTH,110005,READM-30-COPD-HRRP,500.0,0.856,70
NORTHSIDE HOSPITAL FORSYTH,110005,READM-30-HF-HRRP,642.0,0.8819,118
NORTHSIDE HOSPITAL FORSYTH,110005,READM-30-HIP-KNEE-HRRP,1492.0,0.7091,33
NORTHSIDE HOSPITAL FORSYTH,110005,READM-30-PN-HRRP,716.0,0.9968,117
ST MARY'S HOSPITAL,110006,READM-30-AMI-HRRP,153.0,0.935,17
ST MARY'S HOSPITAL,110006,READM-30-COPD-HRRP,165.0,0.9314,23
ST MARY'S HOSPITAL,110006,READM-30-HF-HRRP,293.0,0.8957,46
ST MARY'S HOSPITAL,110006,READM-30-HIP-KNEE-HRRP,1338.0,1.1351,57
ST MARY'S HOSPITAL,110006,READM-30-PN-HRRP,344.0,0.9597,44
PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,READM-30-AMI-HRRP,357.0,1.0549,57
PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,READM-30-CABG-HRRP,155.0,1.0585,22
PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,READM-30-COPD-HRRP,511.0,1.0107,96
PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,READM-30-HF-HRRP,613.0,1.0297,138
PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,READM-30-PN-HRRP,539.0,0.9932,84
NORTHSIDE HOSPITAL CHEROKEE,110008,READM-30-AMI-HRRP,176.0,1.0529,30
NORTHSIDE HOSPITAL CHEROKEE,110008,READM-30-COPD-HRRP,299.0,0.963,56
NORTHSIDE HOSPITAL CHEROKEE,110008,READM-30-HF-HRRP,378.0,0.8919,68
NORTHSIDE HOSPITAL CHEROKEE,110008,READM-30-HIP-KNEE-HRRP,268.0,1.285,17
NORTHSIDE HOSPITAL CHEROKEE,110008,READM-30-PN-HRRP,477.0,0.9809,75
EMORY UNIVERSITY HOSPITAL,110010,READM-30-AMI-HRRP,242.0,0.9109,32
EMORY UNIVERSITY HOSPITAL,110010,READM-30-CABG-HRRP,107.0,0.9573,12
EMORY UNIVERSITY HOSPITAL,110010,READM-30-COPD-HRRP,132.0,1.0013,26
EMORY UNIVERSITY HOSPITAL,110010,READM-30-HF-HRRP,780.0,1.0666,186
EMORY UNIVERSITY HOSPITAL,110010,READM-30-HIP-KNEE-HRRP,1012.0,0.8892,33
EMORY UNIVERSITY HOSPITAL,110010,READM-30-PN-HRRP,564.0,0.943,88
TANNER MEDICAL CENTER - CARROLLTON,110011,READM-30-AMI-HRRP,187.0,1.0301,31
TANNER MEDICAL CENTER - CARROLLTON,110011,READM-30-COPD-HRRP,267.0,1.0625,60
TANNER MEDICAL CENTER - CARROLLTON,110011,READM-30-HF-HRRP,360.0,1.1626,100
TANNER MEDICAL CENTER - CARROLLTON,110011,READM-30-PN-HRRP,447.0,1.0883,85
TANNER MEDICAL CENTER VILLA RICA,110015,READM-30-COPD-HRRP,128.0,1.0055,24
TANNER MEDICAL CENTER VILLA RICA,110015,READM-30-HF-HRRP,123.0,1.0582,30
TANNER MEDICAL CENTER VILLA RICA,110015,READM-30-PN-HRRP,173.0,1.0086,27
WELLSTAR WEST GEORGIA MEDICAL CENTER,110016,READM-30-AMI-HRRP,136.0,0.9238,14
WELLSTAR WEST GEORGIA MEDICAL CENTER,110016,READM-30-COPD-HRRP,219.0,0.9824,37
WELLSTAR WEST GEORGIA MEDICAL CENTER,110016,READM-30-HF-HRRP,423.0,1.1351,108
WELLSTAR WEST GEORGIA MEDICAL CENTER,110016,READM-30-PN-HRRP,340.0,0.9084,44
PIEDMONT NEWTON HOSPITAL,110018,READM-30-COPD-HRRP,253.0,1.0653,53
PIEDMONT NEWTON HOSPITAL,110018,READM-30-HF-HRRP,283.0,1.008,60
PIEDMONT NEWTON HOSPITAL,110018,READM-30-PN-HRRP,316.0,0.9984,46
ADVENTHEALTH GORDON,110023,READM-30-COPD-HRRP,202.0,0.9805,40
ADVENTHEALTH GORDON,110023,READM-30-HF-HRRP,221.0,0.9046,38
ADVENTHEALTH GORDON,110023,READM-30-PN-HRRP,404.0,0.9428,63
CANDLER HOSPITAL,110024,READM-30-COPD-HRRP,362.0,1.0153,73
CANDLER HOSPITAL,110024,READM-30-HF-HRRP,253.0,1.0109,54
CANDLER HOSPITAL,110024,READM-30-PN-HRRP,274.0,1.0559,51
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,READM-30-AMI-HRRP,177.0,0.9678,24
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,READM-30-COPD-HRRP,371.0,0.9731,59
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,READM-30-HF-HRRP,758.0,1.0803,178
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,READM-30-HIP-KNEE-HRRP,557.0,1.2959,33
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,110025,READM-30-PN-HRRP,545.0,0.8989,70
"TY COBB REGIONAL MEDICAL CENTER, LLC",110027,READM-30-COPD-HRRP,149.0,1.0668,35
"TY COBB REGIONAL MEDICAL CENTER, LLC",110027,READM-30-HF-HRRP,121.0,1.0526,28
"TY COBB REGIONAL MEDICAL CENTER, LLC",110027,READM-30-PN-HRRP,171.0,1.0117,27
UNIVERSITY HOSPITAL,110028,READM-30-AMI-HRRP,575.0,1.0234,95
UNIVERSITY HOSPITAL,110028,READM-30-CABG-HRRP,129.0,1.1214,19
UNIVERSITY HOSPITAL,110028,READM-30-COPD-HRRP,663.0,1.0437,138
UNIVERSITY HOSPITAL,110028,READM-30-HF-HRRP,1384.0,1.0404,319
UNIVERSITY HOSPITAL,110028,READM-30-HIP-KNEE-HRRP,1165.0,0.9485,44
UNIVERSITY HOSPITAL,110028,READM-30-PN-HRRP,966.0,1.1227,184
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,READM-30-AMI-HRRP,884.0,0.9413,117
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,READM-30-CABG-HRRP,460.0,1.157,68
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,READM-30-COPD-HRRP,1058.0,1.038,210
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,READM-30-HF-HRRP,1758.0,0.8933,333
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,READM-30-HIP-KNEE-HRRP,931.0,0.9791,36
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,READM-30-PN-HRRP,2162.0,1.0244,364
CARTERSVILLE MEDICAL CENTER,110030,READM-30-AMI-HRRP,110.0,1.0201,19
CARTERSVILLE MEDICAL CENTER,110030,READM-30-COPD-HRRP,269.0,0.975,49
CARTERSVILLE MEDICAL CENTER,110030,READM-30-HF-HRRP,412.0,1.0928,106
CARTERSVILLE MEDICAL CENTER,110030,READM-30-HIP-KNEE-HRRP,273.0,1.3031,19
CARTERSVILLE MEDICAL CENTER,110030,READM-30-PN-HRRP,405.0,1.0334,76
WELLSTAR SPALDING REGIONAL HOSPITAL,110031,READM-30-AMI-HRRP,132.0,0.9789,18
WELLSTAR SPALDING REGIONAL HOSPITAL,110031,READM-30-COPD-HRRP,396.0,0.9984,73
WELLSTAR SPALDING REGIONAL HOSPITAL,110031,READM-30-HF-HRRP,281.0,0.9281,50
WELLSTAR SPALDING REGIONAL HOSPITAL,110031,READM-30-PN-HRRP,357.0,1.0515,62
STEPHENS COUNTY HOSPITAL,110032,READM-30-COPD-HRRP,129.0,0.9464,15
STEPHENS COUNTY HOSPITAL,110032,READM-30-HF-HRRP,83.0,0.9909,16
STEPHENS COUNTY HOSPITAL,110032,READM-30-PN-HRRP,209.0,0.9786,31
AU Medical Center,110034,READM-30-AMI-HRRP,193.0,1.0104,35
AU Medical Center,110034,READM-30-COPD-HRRP,127.0,0.9868,24
AU Medical Center,110034,READM-30-HF-HRRP,304.0,1.0646,79
AU Medical Center,110034,READM-30-PN-HRRP,390.0,1.0286,73
WELLSTAR KENNESTONE HOSPITAL,110035,READM-30-AMI-HRRP,417.0,0.8877,50
WELLSTAR KENNESTONE HOSPITAL,110035,READM-30-CABG-HRRP,255.0,0.9418,28
WELLSTAR KENNESTONE HOSPITAL,110035,READM-30-COPD-HRRP,682.0,0.9324,120
WELLSTAR KENNESTONE HOSPITAL,110035,READM-30-HF-HRRP,1560.0,1.0208,342
WELLSTAR KENNESTONE HOSPITAL,110035,READM-30-HIP-KNEE-HRRP,942.0,1.1044,43
WELLSTAR KENNESTONE HOSPITAL,110035,READM-30-PN-HRRP,1621.0,1.0182,262
MEMORIAL UNIVERSITY MEDICAL CENTER,110036,READM-30-AMI-HRRP,311.0,1.0077,46
MEMORIAL UNIVERSITY MEDICAL CENTER,110036,READM-30-COPD-HRRP,239.0,0.9819,45
MEMORIAL UNIVERSITY MEDICAL CENTER,110036,READM-30-HF-HRRP,639.0,1.0593,146
MEMORIAL UNIVERSITY MEDICAL CENTER,110036,READM-30-HIP-KNEE-HRRP,459.0,1.0995,22
MEMORIAL UNIVERSITY MEDICAL CENTER,110036,READM-30-PN-HRRP,598.0,1.0957,115
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,READM-30-AMI-HRRP,217.0,0.8585,20
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,READM-30-COPD-HRRP,263.0,1.1216,69
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,READM-30-HF-HRRP,455.0,0.9074,85
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,READM-30-HIP-KNEE-HRRP,298.0,1.2571,19
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,READM-30-PN-HRRP,530.0,1.0001,86
HABERSHAM COUNTY MEDICAL CTR,110041,READM-30-COPD-HRRP,168.0,0.9221,22
HABERSHAM COUNTY MEDICAL CTR,110041,READM-30-HF-HRRP,65.0,0.9849,12
HABERSHAM COUNTY MEDICAL CTR,110041,READM-30-PN-HRRP,240.0,0.9867,34
WELLSTAR PAULDING HOSPITAL,110042,READM-30-AMI-HRRP,60.0,1.0495,13
WELLSTAR PAULDING HOSPITAL,110042,READM-30-COPD-HRRP,282.0,0.9622,47
WELLSTAR PAULDING HOSPITAL,110042,READM-30-HF-HRRP,544.0,1.0308,120
WELLSTAR PAULDING HOSPITAL,110042,READM-30-PN-HRRP,428.0,1.0192,73
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,READM-30-AMI-HRRP,227.0,0.9737,29
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,READM-30-CABG-HRRP,164.0,1.0056,21
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,READM-30-COPD-HRRP,307.0,0.9347,47
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,READM-30-HF-HRRP,483.0,1.0368,105
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,READM-30-HIP-KNEE-HRRP,1364.0,0.9377,46
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,READM-30-PN-HRRP,367.0,1.0917,70
PHOEBE SUMTER MEDICAL CENTER,110044,READM-30-COPD-HRRP,80.0,0.9723,11
PHOEBE SUMTER MEDICAL CENTER,110044,READM-30-HF-HRRP,96.0,1.1248,30
PHOEBE SUMTER MEDICAL CENTER,110044,READM-30-PN-HRRP,157.0,0.9475,19
BARROW REGIONAL MEDICAL CENTER,110045,READM-30-HF-HRRP,80.0,0.9666,14
PIEDMONT WALTON HOSPITAL,110046,READM-30-COPD-HRRP,100.0,0.9725,14
PIEDMONT WALTON HOSPITAL,110046,READM-30-HF-HRRP,140.0,0.99,27
PIEDMONT WALTON HOSPITAL,110046,READM-30-PN-HRRP,172.0,0.9242,18
ADVENTHEALTH MURRAY,110050,READM-30-HF-HRRP,59.0,0.9997,12
ADVENTHEALTH MURRAY,110050,READM-30-PN-HRRP,135.0,0.9293,14
UNION GENERAL HOSPITAL,110051,READM-30-COPD-HRRP,159.0,0.9336,22
UNION GENERAL HOSPITAL,110051,READM-30-HF-HRRP,135.0,1.0362,31
UNION GENERAL HOSPITAL,110051,READM-30-PN-HRRP,293.0,0.9545,42
FLOYD MEDICAL CENTER,110054,READM-30-AMI-HRRP,185.0,1.0674,39
FLOYD MEDICAL CENTER,110054,READM-30-COPD-HRRP,531.0,1.124,133
FLOYD MEDICAL CENTER,110054,READM-30-HF-HRRP,543.0,1.05,131
FLOYD MEDICAL CENTER,110054,READM-30-HIP-KNEE-HRRP,336.0,1.1966,20
FLOYD MEDICAL CENTER,110054,READM-30-PN-HRRP,710.0,1.0636,134
PIEDMONT COLUMBUS REGIONAL MIDTOWN,110064,READM-30-AMI-HRRP,81.0,1.0782,18
PIEDMONT COLUMBUS REGIONAL MIDTOWN,110064,READM-30-COPD-HRRP,190.0,1.0044,37
PIEDMONT COLUMBUS REGIONAL MIDTOWN,110064,READM-30-HF-HRRP,263.0,0.9464,54
PIEDMONT COLUMBUS REGIONAL MIDTOWN,110064,READM-30-PN-HRRP,364.0,1.0204,65
HOUSTON MEDICAL CENTER,110069,READM-30-AMI-HRRP,201.0,1.1631,47
HOUSTON MEDICAL CENTER,110069,READM-30-COPD-HRRP,651.0,1.0306,128
HOUSTON MEDICAL CENTER,110069,READM-30-HF-HRRP,700.0,1.0253,162
HOUSTON MEDICAL CENTER,110069,READM-30-HIP-KNEE-HRRP,235.0,1.3606,20
HOUSTON MEDICAL CENTER,110069,READM-30-PN-HRRP,712.0,1.0809,133
APPLING HOSPITAL,110071,READM-30-PN-HRRP,72.0,1.0285,14
DORMINY MEDICAL CENTER,110073,READM-30-COPD-HRRP,63.0,1.0088,12
DORMINY MEDICAL CENTER,110073,READM-30-PN-HRRP,67.0,1.0486,14
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,READM-30-AMI-HRRP,517.0,0.953,74
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,READM-30-CABG-HRRP,179.0,0.9436,19
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,READM-30-COPD-HRRP,599.0,0.9531,110
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,READM-30-HF-HRRP,1181.0,0.9174,235
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,READM-30-HIP-KNEE-HRRP,208.0,1.0541,11
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,READM-30-PN-HRRP,973.0,1.0366,171
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,READM-30-AMI-HRRP,117.0,1.0828,26
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,READM-30-COPD-HRRP,296.0,0.9685,49
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,READM-30-HF-HRRP,305.0,0.9955,67
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,READM-30-PN-HRRP,321.0,1.0585,60
EMORY DECATUR HOSPITAL,110076,READM-30-AMI-HRRP,133.0,0.9509,21
EMORY DECATUR HOSPITAL,110076,READM-30-COPD-HRRP,213.0,1.1017,54
EMORY DECATUR HOSPITAL,110076,READM-30-HF-HRRP,449.0,1.0929,113
EMORY DECATUR HOSPITAL,110076,READM-30-HIP-KNEE-HRRP,299.0,0.9941,12
EMORY DECATUR HOSPITAL,110076,READM-30-PN-HRRP,370.0,1.0086,59
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,READM-30-AMI-HRRP,188.0,1.0357,39
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,READM-30-CABG-HRRP,181.0,1.1135,28
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,READM-30-COPD-HRRP,149.0,0.9921,33
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,READM-30-HF-HRRP,586.0,0.8759,108
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,READM-30-HIP-KNEE-HRRP,226.0,1.0373,12
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,READM-30-PN-HRRP,246.0,1.0323,48
GRADY MEMORIAL HOSPITAL,110079,READM-30-AMI-HRRP,91.0,1.0935,23
GRADY MEMORIAL HOSPITAL,110079,READM-30-COPD-HRRP,162.0,1.0168,33
GRADY MEMORIAL HOSPITAL,110079,READM-30-HF-HRRP,476.0,1.1194,126
GRADY MEMORIAL HOSPITAL,110079,READM-30-PN-HRRP,236.0,1.0775,51
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,READM-30-AMI-HRRP,291.0,1.1032,56
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,READM-30-CABG-HRRP,273.0,0.9505,28
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,READM-30-COPD-HRRP,241.0,1.0318,52
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,READM-30-HF-HRRP,945.0,0.9833,199
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,READM-30-HIP-KNEE-HRRP,765.0,0.9016,23
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,READM-30-PN-HRRP,796.0,1.0341,132
PIEDMONT HOSPITAL,110083,READM-30-AMI-HRRP,591.0,0.9598,86
PIEDMONT HOSPITAL,110083,READM-30-CABG-HRRP,422.0,1.0394,51
PIEDMONT HOSPITAL,110083,READM-30-COPD-HRRP,253.0,0.9814,48
PIEDMONT HOSPITAL,110083,READM-30-HF-HRRP,1114.0,0.9765,237
PIEDMONT HOSPITAL,110083,READM-30-HIP-KNEE-HRRP,675.0,1.0704,28
PIEDMONT HOSPITAL,110083,READM-30-PN-HRRP,491.0,0.9933,80
NORTHSIDE HOSPITAL GWINNETT,110087,READM-30-AMI-HRRP,311.0,0.9787,49
NORTHSIDE HOSPITAL GWINNETT,110087,READM-30-CABG-HRRP,119.0,1.1096,20
NORTHSIDE HOSPITAL GWINNETT,110087,READM-30-COPD-HRRP,677.0,1.0267,149
NORTHSIDE HOSPITAL GWINNETT,110087,READM-30-HF-HRRP,872.0,0.9172,178
NORTHSIDE HOSPITAL GWINNETT,110087,READM-30-HIP-KNEE-HRRP,414.0,0.9756,17
NORTHSIDE HOSPITAL GWINNETT,110087,READM-30-PN-HRRP,1144.0,0.9679,194
"COFFEE REGIONAL MEDICAL CENTER, INC",110089,READM-30-COPD-HRRP,255.0,1.0798,59
"COFFEE REGIONAL MEDICAL CENTER, INC",110089,READM-30-HF-HRRP,149.0,1.0865,43
"COFFEE REGIONAL MEDICAL CENTER, INC",110089,READM-30-PN-HRRP,246.0,1.1056,55
PIEDMONT ROCKDALE HOSPITAL,110091,READM-30-AMI-HRRP,90.0,1.0318,16
PIEDMONT ROCKDALE HOSPITAL,110091,READM-30-COPD-HRRP,202.0,0.9715,33
PIEDMONT ROCKDALE HOSPITAL,110091,READM-30-HF-HRRP,366.0,0.9453,65
PIEDMONT ROCKDALE HOSPITAL,110091,READM-30-PN-HRRP,270.0,0.9619,39
DODGE COUNTY HOSPITAL,110092,READM-30-COPD-HRRP,84.0,0.9978,14
DODGE COUNTY HOSPITAL,110092,READM-30-HF-HRRP,55.0,1.0004,11
DODGE COUNTY HOSPITAL,110092,READM-30-PN-HRRP,91.0,0.9628,11
TIFT REGIONAL MEDICAL CENTER,110095,READM-30-AMI-HRRP,149.0,1.1002,29
TIFT REGIONAL MEDICAL CENTER,110095,READM-30-COPD-HRRP,362.0,0.9637,63
TIFT REGIONAL MEDICAL CENTER,110095,READM-30-HF-HRRP,314.0,0.9187,57
TIFT REGIONAL MEDICAL CENTER,110095,READM-30-HIP-KNEE-HRRP,259.0,1.0744,13
TIFT REGIONAL MEDICAL CENTER,110095,READM-30-PN-HRRP,407.0,0.9775,64
CRISP REGIONAL HOSPITAL,110104,READM-30-COPD-HRRP,126.0,0.9351,17
CRISP REGIONAL HOSPITAL,110104,READM-30-HF-HRRP,136.0,1.0305,35
CRISP REGIONAL HOSPITAL,110104,READM-30-PN-HRRP,170.0,1.0011,31
COLQUITT REGIONAL MEDICAL CENTER,110105,READM-30-COPD-HRRP,206.0,1.1268,51
COLQUITT REGIONAL MEDICAL CENTER,110105,READM-30-HF-HRRP,257.0,1.1072,68
COLQUITT REGIONAL MEDICAL CENTER,110105,READM-30-PN-HRRP,321.0,1.0878,62
"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,READM-30-AMI-HRRP,669.0,1.0699,118
"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,READM-30-CABG-HRRP,254.0,1.2205,42
"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,READM-30-COPD-HRRP,425.0,1.0369,92
"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,READM-30-HF-HRRP,836.0,0.9981,187
"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,READM-30-HIP-KNEE-HRRP,562.0,0.9649,22
"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,READM-30-PN-HRRP,542.0,0.9869,93
EMANUEL MEDICAL CENTER,110109,READM-30-COPD-HRRP,104.0,0.9839,17
EMANUEL MEDICAL CENTER,110109,READM-30-HF-HRRP,79.0,0.9472,12
EMANUEL MEDICAL CENTER,110109,READM-30-PN-HRRP,94.0,0.9601,11
WELLSTAR ATLANTA MEDICAL CENTER,110115,READM-30-AMI-HRRP,94.0,0.9581,13
WELLSTAR ATLANTA MEDICAL CENTER,110115,READM-30-COPD-HRRP,146.0,0.9858,27
WELLSTAR ATLANTA MEDICAL CENTER,110115,READM-30-HF-HRRP,200.0,1.096,54
WELLSTAR ATLANTA MEDICAL CENTER,110115,READM-30-PN-HRRP,217.0,1.019,40
GRADY GENERAL HOSPITAL,110121,READM-30-HF-HRRP,60.0,1.0131,12
SOUTH GEORGIA MEDICAL CENTER,110122,READM-30-AMI-HRRP,262.0,0.9673,37
SOUTH GEORGIA MEDICAL CENTER,110122,READM-30-CABG-HRRP,103.0,1.1402,17
SOUTH GEORGIA MEDICAL CENTER,110122,READM-30-COPD-HRRP,464.0,0.947,83
SOUTH GEORGIA MEDICAL CENTER,110122,READM-30-HF-HRRP,572.0,0.9834,126
SOUTH GEORGIA MEDICAL CENTER,110122,READM-30-HIP-KNEE-HRRP,393.0,0.8786,12
SOUTH GEORGIA MEDICAL CENTER,110122,READM-30-PN-HRRP,567.0,0.9951,99
WAYNE MEMORIAL HOSPITAL,110124,READM-30-COPD-HRRP,82.0,1.0022,14
WAYNE MEMORIAL HOSPITAL,110124,READM-30-HF-HRRP,99.0,0.9732,18
WAYNE MEMORIAL HOSPITAL,110124,READM-30-HIP-KNEE-HRRP,158.0,1.2733,12
WAYNE MEMORIAL HOSPITAL,110124,READM-30-PN-HRRP,281.0,0.911,34
FAIRVIEW PARK HOSPITAL,110125,READM-30-AMI-HRRP,98.0,0.9414,11
FAIRVIEW PARK HOSPITAL,110125,READM-30-COPD-HRRP,225.0,1.0463,50
FAIRVIEW PARK HOSPITAL,110125,READM-30-HF-HRRP,351.0,1.0097,83
FAIRVIEW PARK HOSPITAL,110125,READM-30-PN-HRRP,413.0,0.9576,67
MEADOWS REGIONAL MEDICAL CENTER,110128,READM-30-AMI-HRRP,110.0,0.9343,12
MEADOWS REGIONAL MEDICAL CENTER,110128,READM-30-COPD-HRRP,200.0,0.9579,34
MEADOWS REGIONAL MEDICAL CENTER,110128,READM-30-HF-HRRP,235.0,0.961,47
MEADOWS REGIONAL MEDICAL CENTER,110128,READM-30-PN-HRRP,223.0,0.9334,31
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,READM-30-AMI-HRRP,367.0,0.8457,39
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,READM-30-CABG-HRRP,122.0,0.8978,11
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,READM-30-COPD-HRRP,480.0,0.9579,83
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,READM-30-HF-HRRP,913.0,0.9015,165
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,READM-30-HIP-KNEE-HRRP,261.0,0.9968,12
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,READM-30-PN-HRRP,655.0,0.9202,88
MEMORIAL HOSPITAL AND MANOR,110132,READM-30-COPD-HRRP,70.0,0.9878,11
MEMORIAL HOSPITAL AND MANOR,110132,READM-30-PN-HRRP,99.0,0.9832,12
TAYLOR REGIONAL HOSPITAL,110135,READM-30-HF-HRRP,60.0,0.9927,13
TAYLOR REGIONAL HOSPITAL,110135,READM-30-PN-HRRP,88.0,0.9679,11
EVANS MEMORIAL HOSPITAL,110142,READM-30-HF-HRRP,63.0,0.9809,12
WELLSTAR COBB HOSPITAL,110143,READM-30-AMI-HRRP,83.0,1.0081,14
WELLSTAR COBB HOSPITAL,110143,READM-30-COPD-HRRP,231.0,0.9518,37
WELLSTAR COBB HOSPITAL,110143,READM-30-HF-HRRP,567.0,1.0534,135
WELLSTAR COBB HOSPITAL,110143,READM-30-HIP-KNEE-HRRP,247.0,1.2465,17
WELLSTAR COBB HOSPITAL,110143,READM-30-PN-HRRP,552.0,1.0573,98
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,READM-30-HF-HRRP,64.0,0.9784,11
NAVICENT HEALTH BALDWIN,110150,READM-30-COPD-HRRP,137.0,0.9931,26
NAVICENT HEALTH BALDWIN,110150,READM-30-HF-HRRP,95.0,0.9671,17
NAVICENT HEALTH BALDWIN,110150,READM-30-PN-HRRP,225.0,1.0087,38
PERRY HOSPITAL,110153,READM-30-COPD-HRRP,130.0,0.9736,22
PERRY HOSPITAL,110153,READM-30-HF-HRRP,72.0,0.9887,15
PERRY HOSPITAL,110153,READM-30-HIP-KNEE-HRRP,114.0,1.3113,11
