"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-HF-HRRP,224,,1.1266,23.7121,21.0480,61,07/01/2016,06/30/2019
ANTELOPE VALLEY HOSPITAL,050056,CA,READM-30-PN-HRRP,332,,1.0388,17.8651,17.1985,62,07/01/2016,06/30/2019
KAWEAH DELTA MEDICAL CENTER,050057,CA,READM-30-CABG-HRRP,151,,0.9713,14.3759,14.8009,21,07/01/2016,06/30/2019
KAWEAH DELTA MEDICAL CENTER,050057,CA,READM-30-AMI-HRRP,582,,1.0136,17.2180,16.9872,101,07/01/2016,06/30/2019
KAWEAH DELTA MEDICAL CENTER,050057,CA,READM-30-COPD-HRRP,599,,1.0962,22.1703,20.2241,141,07/01/2016,06/30/2019
KAWEAH DELTA MEDICAL CENTER,050057,CA,READM-30-HF-HRRP,1111,,0.9443,21.5826,22.8552,236,07/01/2016,06/30/2019
KAWEAH DELTA MEDICAL CENTER,050057,CA,READM-30-PN-HRRP,1312,,0.9638,16.1254,16.7303,209,07/01/2016,06/30/2019
KAWEAH DELTA MEDICAL CENTER,050057,CA,READM-30-HIP-KNEE-HRRP,656,,1.0587,4.2607,4.0246,29,07/01/2016,06/30/2019
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-AMI-HRRP,202,,0.9808,17.3976,17.7382,34,07/01/2016,06/30/2019
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-CABG-HRRP,79,,1.0919,13.8396,12.6743,13,07/01/2016,06/30/2019
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-COPD-HRRP,283,,0.9721,19.6030,20.1654,53,07/01/2016,06/30/2019
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-HF-HRRP,580,,0.9816,22.1076,22.5215,127,07/01/2016,06/30/2019
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8843,4.1674,4.7129,Too Few to Report,07/01/2016,06/30/2019
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,READM-30-PN-HRRP,566,,1.0605,19.5643,18.4473,115,07/01/2016,06/30/2019
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-AMI-HRRP,380,,1.1960,18.5489,15.5094,81,07/01/2016,06/30/2019
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-COPD-HRRP,273,,1.1152,23.1295,20.7404,73,07/01/2016,06/30/2019
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-CABG-HRRP,362,,0.9922,12.7576,12.8577,46,07/01/2016,06/30/2019
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-HF-HRRP,690,,1.0692,24.7099,23.1104,175,07/01/2016,06/30/2019
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-PN-HRRP,659,,1.1627,20.3530,17.5046,145,07/01/2016,06/30/2019
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-AMI-HRRP,171,,1.1248,20.9634,18.6378,43,07/01/2016,06/30/2019
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.0097,5.4568,5.4045,Too Few to Report,07/01/2016,06/30/2019
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-COPD-HRRP,197,,1.0413,21.0001,20.1670,45,07/01/2016,06/30/2019
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-HF-HRRP,282,,1.2053,28.0590,23.2792,92,07/01/2016,06/30/2019
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,READM-30-PN-HRRP,368,,1.1404,21.5446,18.8922,89,07/01/2016,06/30/2019
OAK VALLEY HOSPITAL DISTRICT,050067,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
OAK VALLEY HOSPITAL DISTRICT,050067,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
OAK VALLEY HOSPITAL DISTRICT,050067,CA,READM-30-COPD-HRRP,N/A,,0.9806,17.1877,17.5279,Too Few to Report,07/01/2016,06/30/2019
OAK VALLEY HOSPITAL DISTRICT,050067,CA,READM-30-HF-HRRP,N/A,,1.0311,17.6716,17.1382,Too Few to Report,07/01/2016,06/30/2019
OAK VALLEY HOSPITAL DISTRICT,050067,CA,READM-30-PN-HRRP,N/A,,1.0151,14.2769,14.0646,Too Few to Report,07/01/2016,06/30/2019
OAK VALLEY HOSPITAL DISTRICT,050067,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ST JOSEPH HOSPITAL,050069,CA,READM-30-AMI-HRRP,191,,1.0575,17.1267,16.1949,36,07/01/2016,06/30/2019
ST JOSEPH HOSPITAL,050069,CA,READM-30-HIP-KNEE-HRRP,315,,1.1001,4.5166,4.1059,16,07/01/2016,06/30/2019
ST JOSEPH HOSPITAL,050069,CA,READM-30-COPD-HRRP,185,,0.9583,19.3277,20.1695,32,07/01/2016,06/30/2019
ST JOSEPH HOSPITAL,050069,CA,READM-30-CABG-HRRP,N/A,,1.0838,11.2750,10.4036,Too Few to Report,07/01/2016,06/30/2019
ST JOSEPH HOSPITAL,050069,CA,READM-30-HF-HRRP,447,,0.9546,21.4890,22.5109,93,07/01/2016,06/30/2019
ST JOSEPH HOSPITAL,050069,CA,READM-30-PN-HRRP,569,,0.9572,16.3575,17.0892,90,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,READM-30-AMI-HRRP,N/A,,0.9552,13.6599,14.3004,Too Few to Report,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,READM-30-HF-HRRP,N/A,,0.9765,19.7644,20.2406,Too Few to Report,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,READM-30-COPD-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,READM-30-AMI-HRRP,N/A,,1.0661,15.1655,14.2247,Too Few to Report,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,READM-30-HF-HRRP,N/A,,0.9387,20.2663,21.5899,Too Few to Report,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,READM-30-PN-HRRP,N/A,,0.9474,16.5320,17.4505,Too Few to Report,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,READM-30-PN-HRRP,141,,0.9738,16.9393,17.3956,22,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,READM-30-COPD-HRRP,101,,1.0271,21.3852,20.8215,24,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,READM-30-HF-HRRP,133,,1.0290,21.9005,21.2842,31,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,READM-30-AMI-HRRP,N/A,,0.9964,13.6760,13.7249,Too Few to Report,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-AMI-HRRP,179,,0.9886,14.8889,15.0600,26,07/01/2016,06/30/2019
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-CABG-HRRP,N/A,,1.1119,13.7142,12.3340,Too Few to Report,07/01/2016,06/30/2019
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-COPD-HRRP,344,,0.9930,20.5319,20.6773,70,07/01/2016,06/30/2019
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-HF-HRRP,575,,1.0988,24.6356,22.4202,148,07/01/2016,06/30/2019
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-HIP-KNEE-HRRP,422,,1.1353,4.6531,4.0985,22,07/01/2016,06/30/2019
SCRIPPS MERCY HOSPITAL,050077,CA,READM-30-PN-HRRP,698,,1.0176,17.1597,16.8626,121,07/01/2016,06/30/2019
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9792,4.4210,4.5148,Too Few to Report,07/01/2016,06/30/2019
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-COPD-HRRP,57,,1.0463,19.3943,18.5363,15,07/01/2016,06/30/2019
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-HF-HRRP,145,,0.9558,19.2278,20.1178,25,07/01/2016,06/30/2019
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,READM-30-PN-HRRP,202,,0.9482,14.1579,14.9308,25,07/01/2016,06/30/2019
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-CABG-HRRP,59,,1.1864,16.6193,14.0078,14,07/01/2016,06/30/2019
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-AMI-HRRP,236,,1.0395,18.5059,17.8025,46,07/01/2016,06/30/2019
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-COPD-HRRP,229,,0.9773,19.6598,20.1170,43,07/01/2016,06/30/2019
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-HF-HRRP,644,,1.0508,24.6368,23.4463,162,07/01/2016,06/30/2019
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-PN-HRRP,577,,1.0313,17.8207,17.2801,105,07/01/2016,06/30/2019
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9121,3.6508,4.0027,Too Few to Report,07/01/2016,06/30/2019
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-AMI-HRRP,443,,0.9551,14.5857,15.2715,62,07/01/2016,06/30/2019
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.8822,3.4935,3.9598,Too Few to Report,07/01/2016,06/30/2019
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-COPD-HRRP,216,,1.0013,18.9275,18.9020,41,07/01/2016,06/30/2019
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-CABG-HRRP,153,,1.1401,14.9608,13.1227,26,07/01/2016,06/30/2019
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-HF-HRRP,561,,1.1122,24.0495,21.6237,142,07/01/2016,06/30/2019
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,READM-30-PN-HRRP,596,,1.1865,19.4327,16.3778,128,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-COPD-HRRP,65,,1.1037,21.9173,19.8575,23,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-HF-HRRP,65,,1.0357,24.0572,23.2274,18,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-PN-HRRP,69,,1.0858,18.9463,17.4495,19,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-COPD-HRRP,N/A,,0.9603,18.4561,19.2193,Too Few to Report,07/01/2016,06/30/2019
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-HF-HRRP,N/A,,0.9151,16.4170,17.9399,Too Few to Report,07/01/2016,06/30/2019
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9601,4.2673,4.4447,Too Few to Report,07/01/2016,06/30/2019
SONOMA VALLEY HOSPITAL,050090,CA,READM-30-PN-HRRP,N/A,,0.8753,12.8220,14.6480,Too Few to Report,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-AMI-HRRP,51,,1.0017,21.3594,21.3228,11,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-COPD-HRRP,70,,1.0262,22.4139,21.8426,18,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-HF-HRRP,107,,1.0531,24.7371,23.4889,30,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-PN-HRRP,110,,0.9820,19.3748,19.7301,20,07/01/2016,06/30/2019
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-AMI-HRRP,457,,1.0311,16.4624,15.9657,77,07/01/2016,06/30/2019
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-HIP-KNEE-HRRP,539,,0.9387,3.9272,4.1836,20,07/01/2016,06/30/2019
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-COPD-HRRP,736,,1.1062,22.0169,19.9030,171,07/01/2016,06/30/2019
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-CABG-HRRP,134,,1.1323,14.9396,13.1937,23,07/01/2016,06/30/2019
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-HF-HRRP,1404,,1.0240,22.7513,22.2177,321,07/01/2016,06/30/2019
SAINT AGNES MEDICAL CENTER,050093,CA,READM-30-PN-HRRP,1477,,1.0064,16.8283,16.7214,249,07/01/2016,06/30/2019
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-COPD-HRRP,167,,0.8600,15.3334,17.8301,13,07/01/2016,06/30/2019
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-HF-HRRP,N/A,,0.9351,18.7282,20.0281,Too Few to Report,07/01/2016,06/30/2019
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-PN-HRRP,N/A,,0.9562,14.7823,15.4598,Too Few to Report,07/01/2016,06/30/2019
"WEST COVINA MEDICAL CENTER, INC",050096,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-AMI-HRRP,264,,1.0058,18.8067,18.6979,50,07/01/2016,06/30/2019
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9963,4.1567,4.1720,Too Few to Report,07/01/2016,06/30/2019
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-COPD-HRRP,237,,1.0272,20.5140,19.9707,51,07/01/2016,06/30/2019
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-CABG-HRRP,N/A,,1.0219,16.2168,15.8698,Too Few to Report,07/01/2016,06/30/2019
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-HF-HRRP,438,,0.9761,22.7415,23.2979,98,07/01/2016,06/30/2019
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,READM-30-PN-HRRP,671,,1.1275,19.7226,17.4924,141,07/01/2016,06/30/2019
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-CABG-HRRP,N/A,,0.9315,11.3177,12.1503,Too Few to Report,07/01/2016,06/30/2019
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-AMI-HRRP,173,,1.0431,15.3775,14.7423,29,07/01/2016,06/30/2019
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-COPD-HRRP,288,,1.0343,20.8300,20.1383,63,07/01/2016,06/30/2019
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-HF-HRRP,627,,1.0138,22.0251,21.7244,139,07/01/2016,06/30/2019
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-PN-HRRP,622,,1.0116,16.1089,15.9237,101,07/01/2016,06/30/2019
SHARP MEMORIAL HOSPITAL,050100,CA,READM-30-HIP-KNEE-HRRP,376,,0.9005,3.4367,3.8164,11,07/01/2016,06/30/2019
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-AMI-HRRP,N/A,,0.9776,17.7921,18.1991,Too Few to Report,07/01/2016,06/30/2019
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-HIP-KNEE-HRRP,217,,1.2287,5.1495,4.1912,15,07/01/2016,06/30/2019
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-COPD-HRRP,179,,0.9487,18.1799,19.1623,28,07/01/2016,06/30/2019
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-HF-HRRP,229,,0.9393,19.2158,20.4587,40,07/01/2016,06/30/2019
SUTTER SOLANO MEDICAL CENTER,050101,CA,READM-30-PN-HRRP,199,,0.9899,15.4224,15.5795,30,07/01/2016,06/30/2019
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,READM-30-COPD-HRRP,84,,1.0544,20.5879,19.5265,22,07/01/2016,06/30/2019
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,READM-30-HF-HRRP,100,,1.1329,25.5243,22.5292,34,07/01/2016,06/30/2019
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,READM-30-PN-HRRP,246,,1.2012,23.6865,19.7188,72,07/01/2016,06/30/2019
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.0199,3.7089,3.6366,Too Few to Report,07/01/2016,06/30/2019
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-AMI-HRRP,87,,1.0517,20.5852,19.5741,21,07/01/2016,06/30/2019
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9742,4.3557,4.4713,Too Few to Report,07/01/2016,06/30/2019
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-COPD-HRRP,80,,0.9911,23.5383,23.7485,18,07/01/2016,06/30/2019
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-HF-HRRP,192,,1.0946,24.9538,22.7973,54,07/01/2016,06/30/2019
WHITE MEMORIAL MEDICAL CENTER,050103,CA,READM-30-PN-HRRP,233,,1.0308,19.2309,18.6559,47,07/01/2016,06/30/2019
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-PN-HRRP,279,,0.9808,19.1435,19.5192,52,07/01/2016,06/30/2019
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-COPD-HRRP,167,,0.9910,20.8445,21.0348,34,07/01/2016,06/30/2019
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-HF-HRRP,226,,1.0807,26.3901,24.4190,65,07/01/2016,06/30/2019
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-AMI-HRRP,72,,1.0123,21.1721,20.9146,16,07/01/2016,06/30/2019
SAINT FRANCIS MEDICAL CENTER,050104,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-CABG-HRRP,N/A,,0.8958,11.7402,13.1054,Too Few to Report,07/01/2016,06/30/2019
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-HIP-KNEE-HRRP,698,,0.9518,3.7113,3.8993,25,07/01/2016,06/30/2019
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-PN-HRRP,844,,0.9892,16.2032,16.3809,136,07/01/2016,06/30/2019
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-COPD-HRRP,394,,0.9750,18.8337,19.3159,72,07/01/2016,06/30/2019
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-AMI-HRRP,237,,1.0247,16.6974,16.2947,41,07/01/2016,06/30/2019
MARIAN REGIONAL MEDICAL CENTER,050107,CA,READM-30-HF-HRRP,576,,1.0021,20.9835,20.9397,121,07/01/2016,06/30/2019
